133008	Enfant de Raa Enflammé
134001	Edchina des Sables
134002	Hama Dryade de Tempêtes
134003	Hama Dryade de Tempêtes
134005	Tafari Shanus Doigts d'Acier
134006	Blapaz Bruyant
134007	Enfant de Raa Inconscient
135001	Marduka des Sables Irrité
135002	Marduka Verde Guérisseur
135003	Hama Dryade de la Tempête
135004	Chasertique Pelage Rouge
135005	Craken Affaibli
135006	Blapaz Horrifié
135007	Djinn Puissant
135008	Trappeur Gnoll
135009	Djinn Affaibli
135041	Auto Piège
135043	SouffrantAuto Piège
135044	Auto Piège
135046	Auto PiègeHairy
135049	Auto Piège
136001	Ecaillizard Etincelants
136002	Marduka des Sables Irrité
136003	Lotundus Mortel
136004	Enfant de Raa Magique
136005	Lotundus Revanchard
136006	Maître Marduka
136007	Maître Marduka
136008	Maître Marduka
136009	Maître Marduka
136010	Maître Marduka
136011	Maître Marduka
136012	Maître Marduka
136013	Maître Marduka
136014	Maître Marduka
136015	Maître Marduka
136016	Maître Marduka
136017	Maître Marduka
136018	Maître Marduka
136019	Gardien de la Connaissance Maître
136020	Destructeur de la Connaissance Maître
137001	Ecaillizard Etincelants
137002	Guerrier Marduka Aguérri
137003	Chasertique Pelage Rouge
137004	Impitoyable Enfant de Raa
137005	Lotundus Revanchard
137006	Tafari Buste d'Acier Shanus
138001	Guerrier Marduka Aguérri
138002	Marduka Azul Guérisseur
138003	Enfant de Raa Ranger
138004	Djinn Désespéré
138005	Tafari Shanus Queue-Rocheuse
139001	Marduka Brunâtre Ranger
139002	Marduka Brunâtre Ranger
139003	Petit Chasertique
139004	Sentinelle Guerrière Gnoll
139005	Blapaz Albino
139006	Jeune Enfant de Raa
140001	Marduka des Sables Hostile
140002	Marduka Azul Guérisseur
140003	Fleur de Feu
140004	Fleur de Feu
140005	Fleur de Feu
140006	Fleur de Feu
140007	Fleur de Feu
140008	Roi des Centaures
140009	Roi des Eimus
140010	Reine des Tafaris
140011	Reine des Kainens
140012	Roi des Anges
140041	ChantantAuto Piège
140043	Auto PiègePerso
140044	Auto Piège
140046	Auto PiègePerso
140049	Auto Piège
140102	Nowpieleon, la Chantevent
140202	Sbire Enflammé
140203	Sbire de Lumière
140204	Sbire Elémentaire
140205	Sbire de l'Ombre
140801	Numéro 140
140901	Totem d'Effroi Niv. 140
141001	Marduka Morado Magicien
141002	Marduka Verde Magicien
141003	Marduka Morado Guru
141004	Sentinelle Gnoll Apeurée
141005	Tafari Shanus Féroce
141006	Sentinelle Gnoll Affamée
141007	Apprenti Djinn
141008	Enfant de Raa Gardien
141009	Enfant de Raa Gardien
141010	Sentinelle Gnoll Apeurée
141011	Tafari Shanus Féroce
142001	Marduka Morado Magicien
142002	Marduka Verde Magicien
142003	Hynobleechi Lame Rugueuse
142004	Morado Marduka Guérisseur
142005	Grand Colossus Errant
142006	Sentinelle Gnoll Batailleuse
142007	Sentinelle Gnoll Volontaire
142008	Sentinelle Gnoll Excitée
143001	Marduka Brunâtre Tyran
143002	Marduka Verde Invocateur
143003	Ivringe Sanguinaire
143004	Marduka Orangé Violent
143005	Chat Rouge à Longs Crocs
143006	Colossus du Vent Céleste
143007	Tafari Shanus Mélodieuse
143008	Tafari Shanus Envoutante
143009	Tafari Shanus Attirante
143012	Ancien Adorateur de Salamandres 1'
143013	Ancien adorateur de  Salamandre 2'
143014	Ancien adorateur de  Salamandre 3'
143015	Ancien adorateur de  Salamandre 4'
143016	Ancien adorateur de  Salamandre 5'
143017	Ancien Adorateur de Tafaris 1'
143018	Ancien adorateur de Naias 2'
143019	Ancien adorateur de Naias 3'
143020	Ancien adorateur de Naias 4'
143021	Ancien adorateur de Naias 5'
143022	Chevalier Antique de Destruction
143023	Chevalier Antique de Gloire
144001	Marduka Brunâtre Amer
144002	Marduka Agile Berserker
144003	Hama Dryade de Foudre
144004	Marduka Morado Magicien
144005	Ivringe Vent de Poussière
144006	Colossus du Vent Céleste
144007	Djinn Emplus
144008	Djinn Clarus
144009	Chef Gnoll Suma
144010	Tafari Perus
144011	Nûron, Idolâtre de Raa
144012	Nâron, Idolâtre de Raa
144013	Djinn Emplus
144015	Ancien adorateur de  Salamandre 6'
144016	Ancien adorateur de  Salamandre 7'
144017	Ancien adorateur de  Salamandre 8'
144018	Ancien adorateur de  Salamandre 9'
145001	Marduka Cendré Mollasson
145002	Marduka Azul Sombre
145003	Marduka Morado Guérisseur
145004	Marduka Azul Guérisseur
145005	Hynobleechi à Lame Sanglante
145006	Chat Rouge Angora
145007	Hama Dryade à Brindilles
145008	Chat Rouge Tacheté
145009	Hama Dryade Empoisonnée
145010	Raa, Maître des Lieux
145011	Ancien adorateur de  Salamandre 10'
145012	Ancien adorateur de  Salamandre 11'
145013	Ancien adorateur de  Salamandre 12'
145014	Ancien adorateur de  Salamandre 13'
145015	Ancien adorateur de  Salamandre 14'
145016	Ancien adorateur de  Salamandre 15'
145017	Maître Chevalier Fantôme Sibuna
145018	Maître Chevalier Fantôme Temkechi
145019	Maître Chevalier Fantôme Hitochi
145020	Maître Chevalier Fantôme Shishi
145021	Maître Chevalier Fantôme Surohi
145022	Maître Chevalier Fantôme Tetsab
145023	Maître Chevalier Fantôme Tets
145024	Maître Chevalier Fantôme Numa
145025	Gardien de la Destinée Maître
145026	Destructeur de la Destinée Maître
145027	Maître Rick
145028	Maître Rukaric
145041	Auto PiègeRooster
145043	Auto Piège
145044	RapideAuto Piège
145046	Auto PiègeCoq
145049	Auto Piège
146001	Verde Marduka Sorcier
146002	Marduka Azul Invocateur
146003	Chat Rouge Elancé
146004	Chat Rouge Elancé
146005	Hama Dryade à Brindilles
146006	Monstre de Boue Acide
146007	Ivringe Vent de Tonnerre
146008	Petit Ours Blanc des Neiges
146009	Petit Loup des Neiges
146010	Ancien adorateur de Naias 27'
146011	Ancien adorateur de Naias 7'
146012	Ancien adorateur de Naias 8'
146013	Ancien adorateur de Naias 9'
146014	Ancien adorateur de Naias 10'
147001	Marduka Morado Sorcier
147002	Azul Marduka Mystique
147003	Chat Rouge Elancé
147004	Hynobleechi à Lame Bleue
147005	Ivringe Vent de Tonnerre
147006	Skinny Révolté Lame Bleue
147007	Hama Dryade Ecorce Abimée
147008	Ours Blanc Ura des Neiges
147009	Petit Fenrir aux Griffes Glacées
147010	Ancien adorateur de  Salamandre 16'
147011	Ancien adorateur de  Salamandre 17'
147012	Ancien adorateur de  Salamandre 18'
147013	Ancien adorateur de  Salamandre 19'
147014	Ancien adorateur de  Salamandre 20'
148001	Marduka Morado Sorcier
148002	Chasertique à Torse Blanc
148003	Chat Rouge à Longs Crocs
148004	Ivringe Vent Sanglant
148005	Hama Dryade Malade
148006	Hama Dryade Ecorce Abimée
148007	Gros Ours Blanc des Neiges
148008	Gros Loup des Neiges
149001	Hama Dryade de Tempête
149002	Marduka Azul Envouteur
149003	Skinny Révolté des Vents
149004	Monstre de Boue Toxique
149005	Ours Blanc Longues Griffes
149006	Gros Fenrir aux Griffes Glacées
150001	Marduka Brunâtre Guerrier
150002	Héros Marduka
150003	Marduka Morado Invocateur
150004	Chat Rouge Tacheté
150005	Monstre de Boue Enflammée
150006	Coupe-gorge Assoiffé
150007	Swampy
150008	Chef Ours Blanc des Neiges
150009	Ours Blanc Ura des Neiges
150010	Chef Loup des Neiges
150011	Fenrir aux Griffes Acérées
150012	Ours Blanc Epineux
150013	Ancien adorateur de  Salamandre 21'
150014	Ancien adorateur de Casa 22'
150015	Ancien adorateur de Casa 23'
150016	Ancien adorateur de Casa 24'
150017	Ancien adorateur de Casa 25'
150020	Vulcanos
150021	Roi des Cerbères
150022	Roi des Génies
150023	Roi des Génies Mystiques
150024	Roi des Djinns
150025	Roi des Cubes
150041	Auto Piège
150043	Auto PiègeLancer
150044	Auto Piège
150046	Auto Piège
150049	Auto PiègeLancier
150102	Anatatos, le Tréant Pestiféré
150202	Tréant Enflammé
150203	Tréant de Lumière
150204	Tréant Elémentaire
150205	Tréant de l'Ombre
150801	Numéro 150
150901	Totem d'Effroi Niv. 150
151001	Elite : Cristal d'Hiver
151002	Homme Exsangue Acéré
151013	Ancien adorateur d' Undine 11'
151014	Ancien adorateur de Naias 12'
151015	Ancien adorateur de Naias 13'
151016	Ancien adorateur de Naias 14'
151017	Ancien adorateur de Naias 15'
152001	Elite : Crieur Sanglant Fantomatique
152002	Kuntil Berserker
152003	Homme Exsangue Givré
152004	Sorcière Maître
153001	Elite : Torus de Cristal
153002	Bûcheron Marduka des Neiges
153003	Ancien adorateur de Salamandre 35'
153004	Ancien adorateur de Casa 27'
153005	Ancien adorateur de Casa 28'
153006	Ancien adorateur de Casa 29'
153007	Ancien adorateur de Casa 30'
153008	Gamine Possédée
153009	Maître Fanatique
153010	Maître Fanatique
154001	Elite : Aile Toxique Fantomatique
154002	Chasseur Marduka des Neiges
154003	Le Collecteur
154004	Ancien adorateur de Ranteah 7'
154005	Ancien adorateur de Ranteah 2'
154006	Ancien adorateur de Ranteah 3'
154007	Ancien adorateur de Ranteah 4'
154008	Ancien adorateur de Ranteah 5'
154009	Ancien adorateur d' Eli Arden 1'
154010	Ancien adorateur d' Eli Arden 2'
154011	Ancien adorateur d' Eli Arden 3'
154012	Ancien adorateur d' Eli Arden 4'
154013	Ancien adorateur d' Eli Arden 5'
154014	Abhuva Maître
154015	Furion Maître
154016	Raa Maître
154017	Esprit du Roc Maître
154018	Bébé Craken Maître
154019	Craken en Croissance Maître
154020	Craken Maître
155001	Elite : Cristal d'Hiver Puissante
155002	Barikan
156001	Elite : Lame Fantomatique
156003	Ancien adorateur de Naias 16'
156004	Ancien adorateur d' Undine 29'
156005	Ancien adorateur de Naias 18'
156006	Ancien adorateur de Naias 19'
156007	Ancien adorateur de Naias 20'
156008	Ancien adorateur de  Salamandre 1'
156009	Ancien adorateur d' Ignis 2'
156010	Ancien adorateur de  Salamandre 3'
156011	Ancien adorateur de  Salamandre 4'
156012	Ancien adorateur de  Salamandre 5'
157001	Elite : Cristal Noir Albinos
157002	Ancien adorateur de Casa 31'
157003	Ancien adorateur de Casa 32'
157004	Ancien adorateur d' Ignis 33'
157005	Ancien adorateur de Casa 34'
157006	Ancien adorateur de Casa 35'
157007	Expérience de Lucian
158001	Elite : Ancêtre Traînard
158002	Loup Bleu Givré
158003	Yéti Géant
158004	Ancien adorateur de  Salamandre 6'
158005	Ancien adorateur de  Salamandre 7'
158006	Ancien adorateur de  Salamandre 8'
158007	Ancien adorateur de  Salamandre 9'
158008	Ancien adorateur d'Efreet
158009	Ancien adorateur d' Eli Arden 6'
158010	Ancien adorateur d' Eli Arden 7'
158011	Ancien adorateur d' Eli Arden 8'
158012	Ancien adorateur d' Eli Arden 9'
158013	Ancien adorateur d' Eli Arden 10'
158014	Ancien adorateur de Neetras 1'
158015	Ancien adorateur de Neetras 2'
158016	Ancien adorateur de Neetras 3'
158017	Ancien adorateur de Neetras 4'
158018	Ancien adorateur de Neetras 5'
158019	Ancien adorateur de Raker 1'
158020	Ancien adorateur de Raker 2'
158021	Ancien adorateur de Raker 3'
158022	Ancien adorateur de Raker 4'
158023	Ancien adorateur de Raker 5'
158024	Antique Chevalier Agressif Maître
158025	Antique Chevalier Défensif Maître
158026	Gardien de la Magie Maître
158027	Destructeur de la Magie Maître
159001	Elite : Ancêtre Traînard
159002	Garde Marduka des Neiges
159003	Ancien adorateur de Neetras 6'
159004	Ancien adorateur de Neetras 7'
159005	Ancien adorateur de Neetras 8'
159006	Ancien adorateur de Neetras 9'
159007	Ancien adorateur de Neetras 10'
159008	Maître Marduka
159009	Maître Marduka
159010	Maître Marduka
159011	Maître Marduka
159012	Maître Marduka
159013	Maître Marduka
159014	Maître Marduka
159015	Maître Marduka
159016	Maître Marduka
159017	Maître Marduka
159018	Maître Marduka
159019	Maître Marduka
159020	Maître Marduka
160001	Elite : Vent Fantomatique
160002	Loup Bleu Glacé
160003	Lumineux Rafale de Neige
160004	Lumineux Gelé
160005	Sentinelle Marduka des Neiges
160006	Nanani aux Epines Glacées
160007	Ancien adorateur de Sikyuel 1'
160008	Ancien adorateur d'Undine 2'
160009	Ancien adorateur d'Undine 3'
160010	Ancien adorateur d'Undine 4'
160011	Ancien adorateur d'Undine 5'
160012	Roi des Dragons Blancs
160013	Roi des Carbuncles
160014	Roi des Tyrans de la Mort
160102	Tialra, la Tafari
160202	Tafari de Lumière
160203	Tafari Elémentaire
160204	Tafari de l'Ombre
160205	Tafari Enflammée
160801	Numéro 160
160901	Totem d'Effroi Niv. 160
161001	Elite : Sirène Fredonnante
162001	Elite : Sirène Sifflante
162002	Surveillant Marduka des Neiges
162003	Jongleur Marduka des Neiges
162004	Hypnotiseur Marduka des Neiges
162005	Ancien adorateur d'Elkweneseu
162006	Ancien adorateur d' Undine 7'
162007	Ancien adorateur d' Undine 8'
162008	Ancien adorateur d' Undine 9'
162009	Ancien adorateur d' Undine 10'
162011	Ancien adorateur de Neetras 17'
162012	Ancien adorateur de Neetras 12'
162013	Ancien adorateur de Neetras 13'
162014	Ancien adorateur de Neetras 14'
162015	Ancien adorateur de Neetras 15'
162016	Ombre de Pape : Bras Droit
162017	Sorcière Maître
163001	Elite : Sirène Sifflante
163002	Garde Elite Marduka des Neiges
163003	Magicien Marduka des Neiges
163004	Devin Marduka des Neiges
163005	Nanani Violent
163006	Ombre de Pape : Pied Gauche
163007	Maître Fanatique
163008	Maître Fanatique
163009	Bâtisse Maître
163010	Gardien de l'Art Maître
163011	Destructeur de l'Art Maître
164001	Elite : Sirène Chantebrise
165001	Elite : Harpie Chantebrise
165002	Traqueur Marduka des Neiges
165003	Combattant Marduka des Neiges
165004	Chaman Marduka des Neiges
165005	Kruzin
165006	Teruzin
165007	Draka
165008	Nanani Agile
165009	Ancien adorateur de Raker 6'
165010	Ancien adorateur de Raker 7'
165011	Ancien adorateur de Raker 8'
165012	Ancien adorateur de Raker 9'
165013	Ancien adorateur de Raker 12'
165014	Fanatique rejeté No.1
165015	Fanatique rejeté No.2
165016	Fanatique rejeté No.3
165017	Fanatique rejeté No.4
165018	Fanatique rejeté No.5
166001	Elite : Ancêtre Reliquaire
167001	Elite : Sirène Echo d'Âme
167002	Nanani Vulgaire
168001	Elite : Géant Porteur de Fléau
168002	Fanatique rejeté No.6
168003	Fanatique rejeté No.7
168004	Fanatiques rejetés n.8
168005	Fanatiques rejetés n.9
168006	Fanatiques rejetés n.10
168007	Œil du Jugement
168008	Antique Chevalier Agressif Maître
168009	Antique Chevalier Défensif Maître
169001	Elite : Géant Porteur de Fléau
169002	Fanatique de l'Oeuvre de Lucian  n.1
169003	Fanatique de l'Oeuvre de Lucian  n.2
169004	Fanatique de l'Oeuvre de Lucian  n.3
169005	Fanatique de l'Oeuvre de Lucian  n.4
169006	Fanatique de l'Oeuvre de Lucian  n.5
170001	Elite : Parole de Mystral
170002	Alvino Wampika
170003	Reine Eva
170004	Ecoferi
170005	Fanatique de l'Oeuvre de Lucian  n.13
170006	Fanatique de l'Oeuvre de Lucian  n.7
170007	Fanatique de l'Oeuvre de Lucian  n.8
170008	Fanatique de l'Oeuvre de Lucian  n.9
170009	Fanatique de l'Oeuvre de Lucian  n.10
170010	Fanatique de l'Oeuvre de Lucian  n.11
170011	Fanatique de l'Oeuvre de Lucian  n.12
170012	Fanatique de l'Oeuvre de Lucian  n.13
170013	Fanatique de l'Oeuvre de Lucian  n.14
170014	Fanatique de l'Oeuvre de Lucian  n.15
170102	Iilriose, l'Eimus
170202	Eimus Enflammé
170203	Eimus de Lumière
170204	Eimus Elémentaire
170205	Eimus de l'Ombre
170801	Numéro 170
170901	Totem d'Effroi Niv. 170
171001	Petite Licorne Vénusienne
171002	Petite Licorne Martienne
171003	Alvino Wampika Hurlant
171004	Ersatz de  Sorcière
172001	Licorne Vénusienne Gracieuse
172002	Petite Licorne Martienne
172003	Alvino Wampika Vulgaire
172004	Ecoferi Agile
172005	Fanatique de Lucian  n.1
172006	Fanatique de Lucian  n.2
172007	Fanatique de Lucian  n.3
172008	Fanatique de Lucian  n.4
172009	Fanatique de Lucian  n.5
172010	Sorcière Maître
172011	Robuste Marduka Maître
173001	Licorne Vénusienne Noble
173002	Licorne Martienne Cruelle
173003	Fanatique de Lucian  n.6
173004	Fanatique de Lucian  n.7
173005	Fanatique de Lucian  n.8
173006	Fanatique de Lucian  n.9
173007	Fanatique de Lucian  n.10
173008	Maître Fanatique
173009	Maître Fanatique
174001	Licorne Vénusienne Majestueuse
174002	Licorne Martienne Démoniaque
174003	Ecoferi Vulgaire
175001	Guerrier Orc-Sanglier des Neiges
175002	Flamme Bleue
175003	Flamme Rouge
175004	Wampika Dorée
175005	Imitation de la Sorcière Absolue
175006	Fanatique de l'Oeuvre de Lucian  n.26
175007	Fanatique de Lucian  n.12
175008	Fanatique de Lucian  n.13
175009	Fanatique de l'Oeuvre de Lucian  n.29
175010	Fanatique de Lucian  n.15
175011	Fanatique de Lucian  n.16
175012	Fanatique de Lucian  n.17
175013	Fanatique de Lucian  n.18
175014	Fanatique de Lucian  n.19
175015	Fanatique de Lucian  n.20
176001	Prêtre de l'Esprit Mort
177001	Expéditionnaire de l'Esprit Mort
177002	Fanatique de Lucian  n.21
177003	Fanatique de Lucian  n.22
177004	Fanatique de Lucian  n.2
177005	Fanatique de Lucian  n.24
177006	Fanatique de Lucian  n.25
177007	Œil du Jugement
177008	Maître Marduka
177009	Maître Marduka
177010	Maître Marduka
177011	Maître Marduka
177012	Maître Marduka
177013	Maître Marduka
177014	Maître Marduka
177015	Maître Marduka
177016	Maître Marduka
177017	Maître Marduka
177018	Maître Marduka
177019	Maître Marduka
177020	Maître Marduka
177021	Gardien de la Tradition Maître
177022	Destructeur de la Tradition Maître
178001	Combattant Orc-Sanglier des Neiges
178002	Gardien de l'Esprit Mort
178003	Dragon de Glace
178004	Antique Chevalier de Lanteah 6th
178005	Antique Chevalier de Lanteah 7th
178006	Antique Chevalier de Lanteah 8th
178007	Antique Chevalier de Lanteah 9th
178008	Antique Chevalier de Lanteah 10th
178009	Antique Chevalier Agressif Maître
178010	Antique Chevalier Défensif Maître
178011	Robuste Marduka Maître
179001	Chef-Gardien de l'Esprit Mort
180001	Chef Orc-Sanglier des Neiges
180002	Dragon Nouveau-né Eclos
180003	Kellycut, Chef de l'Esprit Mort
180004	Fanatique Asservi  n.1
180005	Fanatique de Lucian  n.4
180006	Fanatique Asservi  n.3
180007	Fanatique Asservi n.4
180008	Fanatique Asservi  n.5
180801	Numéro 180
180901	Totem d'Effroi Niv. 180
181001	Dragon Nouveau-né Puissant
181002	Lionceau Maître
181003	Lion Maître
182001	Dragon Adulte de Colère
183001	Dragon Adulte de Folie
184001	Dragon Adulte du Chaos
184002	Dragon Adulte Géant
185001	Grewpain
185002	Maléfice de Lucian
185003	Rêve Accompli de Lucian
186001	Kainen
190801	Numéro 190
190901	Totem d'Effroi Niv. 190
200001	Bûcher
200002	Bûcher 2
200003	Bûcher
200004	Bûcher 2
200005	Bûcher
300001	Baphomet 
300002	Boucher 
300003	Mécanymphe
300004	Minotaure 
300005	Pick 
1000001	Yak
1000002	Yak
1000003	Yak
1000004	Bébé Lapin Lunaire
1000006	Jeune Mégaloceros
1000007	Bébé Tamias
1000008	Lapin Lunaire
1000009	Tamias
1000010	Mégaloceros
1000011	Lapin Lunaire
1000013	Lapin Lunaire
1000014	Kukuri
1000015	Mégaloceros
1000017	Lapin Lunaire du Désert
1000018	Tamias du Désert
1000019	Mégaloceros Senior
1000020	Lapin Lunaire Sautillant
1000021	Kukuri Affamé
1000022	Kukuri Furieux
1000023	Kukuri Gras
1000024	Kukuri Corrompu
1000025	Mégaloceros à Grosse Corne
1000026	Mégaloceros Lâche
1000028	Lapin Lunaire des Prés
1000029	Mégaloceros Brun
1000030	Acurus Brunâtre
1000031	Acurus Grisâtre
1000032	Acurus Blanchâtre
1000033	Acurus Noirci
1000035	Lapin Lunaire des Tunnels
1000036	Tamias Contagieux
1000038	Mégaloceros Souffrant
1000039	Kukuri de Roche
1000040	Lapin Lunaire à Dos Noire
1000041	Tamias à Dos Rouge
1000042	Mégaloceros Furieux
1000043	Kukuri de Foudre
1000044	Lapin Lunaire Innocent
1000045	Mégaloceros
1000046	Tamias
1000047	Garde de Rondo
1000048	Garde de Laksy
1000049	Garde de Katan
1000050	Garde d'Horizon
1000051	Forte Cuisse
1000052	Cœur Robuste
1000053	Regard Froid
1000054	Louveteau
1000055	Lucidité
1000056	Chef de meute Salamandre
1000057	Loup Craintif
1000058	Panthère Matriarche
1000059	Volatile Déficient
1000060	Orc Compulsif
1000061	Yeti Pied tendre
1000062	Squelette aux dents saines
1000063	Fée Rouge délavée
1000064	Fée Bleue Aimable
1000065	Sirène Solidécailles
1000066	Craken Malvoyant
1000067	Homme-Faucon Galant
1000068	Harpie Oreille Cassée
1000069	Licorne Souillée
1000070	Licorne Noire Solitaire
1000071	Ange Intrépide
1000072	Centaure Prospère
1000073	Gnoll Ingénieux
1000074	Tafari Aguicheuse
1000075	Cerbère Reclus
1000076	Génie Timide
1000077	Génie Mystique Facétieux
1000078	Dragon Blanc Agile
1000079	Tyran de la Mort Gardien
1000080	Koala Hyperactif
1100006	Caribou de Noël
1100010	Caribou de Noël
1100015	Caribou de Noël
1100019	Caribou de Noël
1100025	Caribou de Noël
1100026	Caribou de Noël
1100029	Caribou de Noël
1100042	Caribou de Noël
1100045	Caribou de Noël
1100050	Rudolphe le Traître
1100051	Rudolphe le Traître
1100052	Rudolphe le Traître
1100053	Rudolphe le Traître
1100054	Fourberie de Pluton
1100055	Avarice de Pluton
1100056	Célébrité de Pluton
1100057	Cristal
1100058	Avarice de Pluton
2055001	Invocateur Cri Primaire
2065001	Invocateur de Taranida
3001001	Ours Errant 
3002001	Psychotrouille 
3002002	Psychotiron 
3003001	Pingouin Errant 
3003002	Psychotrouille 
3004001	Citrouille Eclatée 
3004002	Potironet 
3005001	Poupée de Sang 
3005002	Potiron 
3006001	Ours Errant 
3006002	Sombrotiron 
3007001	Pingouin Errant 
3007002	Poupée Pourrie 
3008001	Ours Errant 
3008002	Psychotrouille 
3009001	Ours Errant 
3009002	Poupée de Sang 
3010001	Ours Errant 
3010002	Vache Errante 
3011001	Chat Errant 
3011002	Sombrotiron 
3012001	Ours Errant 
3012002	Psychotrouille 
3013001	Sombrotiron 
3014001	Psychotiron 
3014002	Potironet 
3015001	Chat Errant 
3015002	Pingouin Errant 
3016001	Chat Errant 
3016002	Psychotrouille 
3017001	Ours Errant 
3017002	Citrouille Eclatée 
3018001	Vache Errante 
3018002	Sombrotiron 
3019001	Chat Errant 
3020001	Ours Errant 
3020002	Pingouin Errant 
3021001	Ours Errant 
3021002	Panda Errant 
3022001	Poupée de Sang 
3022002	Poupée Pourrie 
3023001	Panda Errant 
3023002	Psychotrouille 
3024001	Chat Errant 
3024002	Psychotiron 
3025001	Sombrotiron 
3026001	Vache Errante 
3026002	Sombrotiron 
3027001	Chat Errant 
3027002	Sombrotiron 
3028001	Ours Errant 
3028002	Potironet 
3029001	Poupée Vaudou 
3029002	Potironet
3030001	Vache Errante 
3030002	Pingouin Errant 
3031001	Psychotrouille
3032001	Panda Errant 
3033001	Chat Errant 
3033002	Poupée Vaudou 
3034001	Pingouin Errant
3034002	Poupée Vaudou
3035001	Chat Errant
3035002	Poupée de Sang
3036001	Poupée Vaudou
3036002	Citrouille Eclatée 
3037001	Chat Errant 
3037002	Vache Errante 
3038001	Chat Errant 
3039001	Vache Errante 
3039002	Poupée de Sang 
3040001	Chat Errant 
3041001	Chat Errant 
3041002	Pingouin Errant
3042001	Vache Errante 
3042002	Sombrotiron 
3043001	Vache Errante 
3043002	Citrouille Eclatée
3044001	Psychotrouille 
3044002	Potironet 
3045001	Panda Errant 
3045002	Citrouille Eclatée 
3046001	Poupée Vaudou 
3046002	Poupée Pourrie 
3047001	Chat Errant 
3047002	Poupée Pourrie 
3048001	Pingouin Errant 
3048002	Psychotiron 
3049001	Citrouille Eclatée 
3049002	Psychotiron 
3050001	Poupée Vaudou 
3050002	Poupée de Sang 
3051001	Sombrotiron 
3051002	Potironet 
3052001	Ours Errant 
3052002	Potironet 
3053001	Vache Errante 
3053002	Poupée Pourrie 
3054001	Chat Errant
3054002	Vache Errante 
3055001	Ours Errant 
3055002	Poupée Pourrie 
3056001	Poupée de Sang 
3057001	Pingouin Errant 
3057002	Sombrotiron 
3058001	Panda Errant 
3058002	Poupée Vaudou 
3059001	Poupée Vaudou 
3059002	Psychotiron 
3060001	Poupée de Sang 
3060002	Poupée Pourrie 
3061001	Poupée de Sang 
3061002	Potironet 
3062001	Panda Errant 
3062002	Potironet 
3063001	Vache Errante 
3063002	Sombrotiron 
3064001	Vache Errante 
3064002	Citrouille Eclatée 
3065001	Chat Errant 
3065002	Ours Errant 
3066001	Ours Errant 
3066002	Poupée Pourrie 
3067001	Poupée Pourrie 
3067002	Sombrotiron 
3068001	Poupée Vaudou 
3068002	Sombrotiron 
3069001	Poupée Pourrie 
3069002	Potironet 
3070001	Panda Errant 
3070002	Citrouille Eclatée 
3071001	Poupée de Sang 
3072001	Chat Errant 
3072002	Panda Errant 
3073001	Psychotiron 
3074001	Panda Errant 
3074002	Poupée Pourrie 
3075001	Ours Errant 
3075002	Pingouin Errant 
3076001	Vache Errante 
3076002	Poupée Vaudou 
3077001	Vache Errante 
3077002	Poupée de Sang 
3078001	Vache Errante 
3078002	Poupée Pourrie 
3079001	Ours Errant 
3080001	Pingouin Errant 
3080002	Potironet 
3081001	Poupée Pourrie 
3081002	Potironet 
3082001	Ours Errant 
3082002	Potironet 
3083001	Vache Errante 
3083002	Psychotrouille 
3084001	Panda Errant 
3084002	Poupée de Sang 
3085001	Vache Errante 
3085002	Pingouin Errant 
3086001	Vache Errante 
3087001	Chat Errant 
3087002	Vache Errante 
3088001	Poupée de Sang 
3088002	Potironet 
3089001	Pingouin Errant 
3089002	Potironet 
3090001	Pingouin Errant 
3090002	Poupée Vaudou 
3091001	Panda Errant 
3091002	Sombrotiron 
3092001	Poupée Vaudou 
3092002	Citrouille Eclatée 
3093001	Panda Errant 
3093002	Poupée Pourrie 
3094001	Poupée Pourrie 
3094002	Psychotrouille 
3095001	Pingouin Errant 
3095002	Potironet 
3096001	Vache Errante 
3096002	Potironet 
3097001	Vache Errante 
3098001	Panda Errant 
3099001	Poupée Vaudou 
3099002	Poupée Pourrie 
3100001	Poupée Vaudou 
3100002	Sombrotiron 
3101001	Poupée de Sang 
3101002	Citrouille Eclatée 
3102001	Poupée Pourrie 
3102002	Psychotiron 
3103001	Poupée de Sang 
3103002	Potironet 
3104001	Ours Panda 
3104002	Psychotrouille 
3105001	Chat Errant 
3105002	Potironet 
3106001	Poupée de Sang 
3106002	Poupée Pourrie 
3107001	Panda Errant 
3107002	Potironet 
3108001	Panda Errant 
3108002	Potironet 
3109001	Poupée Vaudou 
3109002	Citrouille Eclatée 
3110001	Chat Errant 
3110002	Panda Errant 
3111001	Panda Errant 
3111002	Pingouin Errant 
3112001	Chat Errant 
3112002	Potironet 
3113001	Chat Errant 
3113002	Poupée de Sang 
3114001	Chat Errant 
3114002	Poupée de Sang 
3115001	Panda Errant 
3115002	Psychotiron 
3116001	Panda Errant 
3116002	Psychotiron 
3117001	Psychotiron 
3117002	Potironet 
3118001	Poupée de Sang 
3118002	Sombrotiron 
3119001	Chat Errant 
3119002	Citrouille Eclatée 
3120001	Ours Errant 
3120002	Potironet 
3121001	Poupée Pourrie
3122001	Ours Errant
3122002	Poupée Vaudou
3123001	Chat Errant
3123002	Citrouille Eclatée
3124001	Vache Errante
3124002	Poupée de Sang
3125001	Poupée Vaudou
3125002	Poupée de Sang
3126001	Vache Errante
3126002	Psychotrouille
3127001	Chat Errant
3127002	Panda Errant
3128001	Pingouin Errant
3128002	Poupée Pourrie
